// Disenchant - Different order of rarities because of item inheritance sheningans

// Legendary Dust Creation
data "Object 2" "WPN_Greatsword_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Greatsword3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Greatsword_e"
data "PreviewStatsID" "WPN_Greatsword_e"
data "PreviewIcon" "WPN_Greatsword"

new ItemCombination "arc_Halberd3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Halberd_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Halberd3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Halberd_e"
data "PreviewStatsID" "WPN_Halberd_e"
data "PreviewIcon" "WPN_Halberd"

new ItemCombination "arc_Glaive3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Glaive_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Glaive3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Glaive_e"
data "PreviewStatsID" "WPN_Glaive_e"
data "PreviewIcon" "WPN_Glaive"

new ItemCombination "arc_HeavyCrossbow3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_HeavyCrossbow_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_HeavyCrossbow3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_HeavyCrossbow_e"
data "PreviewStatsID" "WPN_HeavyCrossbow_e"
data "PreviewIcon" "WPN_HeavyCrossbow"

new ItemCombination "arc_Rapier3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Rapier_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Rapier3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Rapier_e"
data "PreviewStatsID" "WPN_Rapier_e"
data "PreviewIcon" "WPN_Rapier"

new ItemCombination "arc_Battleaxe3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Battleaxe_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Battleaxe3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Battleaxe_e"
data "PreviewStatsID" "WPN_Battleaxe_e"
data "PreviewIcon" "WPN_Battleaxe"

new ItemCombination "arc_WarPick3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_WarPick_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_WarPick3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_WarPick_e"
data "PreviewStatsID" "WPN_WarPick_e"
data "PreviewIcon" "WPN_WarPick"

new ItemCombination "arc_Flail3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Flail_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Flail3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Flail_e"
data "PreviewStatsID" "WPN_Flail_e"
data "PreviewIcon" "WPN_Flail"

new ItemCombination "arc_HandCrossbow3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_HandCrossbow_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_HandCrossbow3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_HandCrossbow_e"
data "PreviewStatsID" "WPN_HandCrossbow_e"
data "PreviewIcon" "WPN_HandCrossbow"

new ItemCombination "arc_Longbow3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Longbow_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Longbow3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Longbow_e"
data "PreviewStatsID" "WPN_Longbow_e"
data "PreviewIcon" "WPN_Longbow"

new ItemCombination "arc_Morningstar3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Morningstar_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Morningstar3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Morningstar_e"
data "PreviewStatsID" "WPN_Morningstar_e"
data "PreviewIcon" "WPN_Morningstar"

new ItemCombination "arc_Warhammer3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Warhammer_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Warhammer3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Warhammer_e"
data "PreviewStatsID" "WPN_Warhammer_e"
data "PreviewIcon" "WPN_Warhammer"

new ItemCombination "arc_Longsword3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Longsword_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Longsword3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Longsword_e"
data "PreviewStatsID" "WPN_Longsword_e"
data "PreviewIcon" "WPN_Longsword"

new ItemCombination "arc_Trident3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Trident_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Trident3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Trident_e"
data "PreviewStatsID" "WPN_Trident_e"
data "PreviewIcon" "WPN_Trident"

new ItemCombination "arc_Scimitar3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Scimitar_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Scimitar3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Scimitar_e"
data "PreviewStatsID" "WPN_Scimitar_e"
data "PreviewIcon" "WPN_Scimitar"

new ItemCombination "arc_Pike3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Pike_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Pike3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Pike_e"
data "PreviewStatsID" "WPN_Pike_e"
data "PreviewIcon" "WPN_Pike"

new ItemCombination "arc_Shortsword3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Shortsword_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Shortsword3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Shortsword_e"
data "PreviewStatsID" "WPN_Shortsword_e"
data "PreviewIcon" "WPN_Shortsword"

new ItemCombination "arc_LightHammer3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_LightHammer_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_LightHammer3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_LightHammer_e"
data "PreviewStatsID" "WPN_LightHammer_e"
data "PreviewIcon" "WPN_LightHammer"

new ItemCombination "arc_LightCrossbow3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_LightCrossbow_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_LightCrossbow3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_LightCrossbow_e"
data "PreviewStatsID" "WPN_LightCrossbow_e"
data "PreviewIcon" "WPN_LightCrossbow"

new ItemCombination "arc_Mace3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Mace_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Mace3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Mace_e"
data "PreviewStatsID" "WPN_Mace_e"
data "PreviewIcon" "WPN_Mace"

new ItemCombination "arc_Dagger3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Dagger_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Dagger3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Dagger_e"
data "PreviewStatsID" "WPN_Dagger_e"
data "PreviewIcon" "WPN_Dagger"

new ItemCombination "arc_Greatclub3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Greatclub_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Greatclub3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Greatclub_e"
data "PreviewStatsID" "WPN_Greatclub_e"
data "PreviewIcon" "WPN_Greatclub"

new ItemCombination "arc_Handaxe3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Handaxe_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Handaxe3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Handaxe_e"
data "PreviewStatsID" "WPN_Handaxe_e"
data "PreviewIcon" "WPN_Handaxe"

new ItemCombination "arc_Shortbow3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Shortbow_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Shortbow3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Shortbow_e"
data "PreviewStatsID" "WPN_Shortbow_e"
data "PreviewIcon" "WPN_Shortbow"

new ItemCombination "arc_Club3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Club_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Club3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Club_e"
data "PreviewStatsID" "WPN_Club_e"
data "PreviewIcon" "WPN_Club"

new ItemCombination "arc_Torch3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Torch_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Torch3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Torch_e"
data "PreviewStatsID" "WPN_Torch_e"
data "PreviewIcon" "WPN_Torch"

new ItemCombination "arc_Javelin3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Javelin_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Javelin3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Javelin_e"
data "PreviewStatsID" "WPN_Javelin_e"
data "PreviewIcon" "WPN_Javelin"

new ItemCombination "arc_Quarterstaff3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Quarterstaff_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Quarterstaff3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Quarterstaff_e"
data "PreviewStatsID" "WPN_Quarterstaff_e"
data "PreviewIcon" "WPN_Quarterstaff"

new ItemCombination "arc_Spear3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Spear_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Spear3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Spear_e"
data "PreviewStatsID" "WPN_Spear_e"
data "PreviewIcon" "WPN_Spear"

new ItemCombination "arc_Sickle3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Sickle_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Sickle3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Sickle_e"
data "PreviewStatsID" "WPN_Sickle_e"
data "PreviewIcon" "WPN_Sickle"

new ItemCombination "arc_Shield3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "ARM_Shield_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Shield3_1"
data "ResultAmount 1" "1"
data "Result 1" "ARM_Shield_e"
data "PreviewStatsID" "ARM_Shield_e"
data "PreviewIcon" "ARM_Shield"

new ItemCombination "arc_Maul3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Maul_r"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Maul3_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Maul_e"
data "PreviewStatsID" "WPN_Maul_e"
data "PreviewIcon" "WPN_Maul"

new ItemCombination "arc_N_Radiant3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Radiant2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Radiant3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Radiant3"
data "PreviewStatsID" "arc_N_Radiant3"
data "PreviewIcon" "arc_N_Radiant3"

new ItemCombination "arc_N_Force3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Force2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Force3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Force3"
data "PreviewStatsID" "arc_N_Force3"
data "PreviewIcon" "arc_N_Force3"

new ItemCombination "arc_N_Lightning3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Lightning2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Lightning3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Lightning3"
data "PreviewStatsID" "arc_N_Lightning3"
data "PreviewIcon" "arc_N_Lightning3"

new ItemCombination "arc_N_Fire3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Fire2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Fire3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Fire3"
data "PreviewStatsID" "arc_N_Fire3"
data "PreviewIcon" "arc_N_Fire3"

new ItemCombination "arc_N_Cold3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Cold2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Cold3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Cold3"
data "PreviewStatsID" "arc_N_Cold3"
data "PreviewIcon" "arc_N_Cold3"

new ItemCombination "arc_N_Necrotic3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Necrotic2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Necrotic3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Necrotic3"
data "PreviewStatsID" "arc_N_Necrotic3"
data "PreviewIcon" "arc_N_Necrotic3"

new ItemCombination "arc_N_Warrior3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Warrior2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Warrior3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Warrior3"
data "PreviewStatsID" "arc_N_Warrior3"
data "PreviewIcon" "arc_N_Warrior3"

new ItemCombination "arc_N_Acid3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Acid2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Acid3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Acid3"
data "PreviewStatsID" "arc_N_Acid3"
data "PreviewIcon" "arc_N_Acid3"

new ItemCombination "arc_N_Thunder3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Thunder2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Thunder3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Thunder3"
data "PreviewStatsID" "arc_N_Thunder3"
data "PreviewIcon" "arc_N_Thunder3"

new ItemCombination "arc_N_Psychic3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Psychic2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Psychic3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Psychic3"
data "PreviewStatsID" "arc_N_Psychic3"
data "PreviewIcon" "arc_N_Psychic3"

new ItemCombination "arc_N_Blood3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Blood2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Blood3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Blood3"
data "PreviewStatsID" "arc_N_Blood3"
data "PreviewIcon" "arc_N_Blood3"

new ItemCombination "arc_N_Underdark3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Underdark2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Underdark3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Underdark3"
data "PreviewStatsID" "arc_N_Underdark3"
data "PreviewIcon" "arc_N_Underdark3"

new ItemCombination "arc_N_Poison3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Poison2"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft3"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft3"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Poison3_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Poison3"
data "PreviewStatsID" "arc_N_Poison3"
data "PreviewIcon" "arc_N_Poison3"

new ItemCombination "arc_N_Diamond3"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
